"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"darkblotched rockfish","1.091793327951","2006-06-12 00:00:00","2006","253.7000","Sebastes crameri","43.26000000","2","-124.72833333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","173103","171303","Sebastes crameri","10276","NA","4","1.9500","0","4","1.9500","200603017070","Noahs Ark"
"Pacific halibut","11.399872068013","2006-06-13 00:00:00","2006","123.3000","Hippoglossus stenolepis","43.02472222","2","-124.80944444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","130930","125218","Hippoglossus stenolepis","10413","NA","5","19.9000","0","5","19.9000","200603017073","Noahs Ark"
"Pacific halibut","3.900860627231","2006-06-13 00:00:00","2006","149.1000","Hippoglossus stenolepis","43.05527778","2","-124.66777778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","152911","151217","Hippoglossus stenolepis","10398","NA","1","6.9000","0","1","6.9000","200603017074","Noahs Ark"
"darkblotched rockfish","0.011306842398","2006-06-13 00:00:00","2006","149.1000","Sebastes crameri","43.05527778","2","-124.66777778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","152911","151217","Sebastes crameri","10398","NA","1","0.0200","0","1","0.0200","200603017074","Noahs Ark"
"darkblotched rockfish","7.641813888967","2006-06-15 00:00:00","2006","294.6000","Sebastes crameri","41.72888889","2","-124.48805556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","114939","113245","Sebastes crameri","11192","NA","19","13.0000","0","19","13.0000","200603017083","Noahs Ark"
"Pacific halibut","2.217750842107","2006-06-21 00:00:00","2006","116.9000","Hippoglossus stenolepis","41.25611111","3","-124.32222222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","174046","172334","Hippoglossus stenolepis","11569","NA","1","3.7500","0","1","3.7500","200603017088","Noahs Ark"
"darkblotched rockfish","1.751580004313","2006-06-22 00:00:00","2006","339.0000","Sebastes crameri","41.33638889","3","-124.48138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","093954","092212","Sebastes crameri","11511","NA","4","3.2500","0","4","3.2500","200603017089","Noahs Ark"
"Pacific halibut","6.339582597616","2006-06-24 00:00:00","2006","134.5000","Hippoglossus stenolepis","40.07083333","3","-124.20555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","092523","090811","Hippoglossus stenolepis","12446","NA","2","10.7000","0","2","10.7000","200603017098","Noahs Ark"
"darkblotched rockfish","6.428762056162","2006-06-25 00:00:00","2006","355.1000","Sebastes crameri","39.28250000","3","-123.98444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","082628","080852","Sebastes crameri","13075","NA","25","11.1500","0","25","11.1500","200603017103","Noahs Ark"
"darkblotched rockfish","3.363251330025","2006-06-25 00:00:00","2006","341.9000","Sebastes crameri","39.20138889","3","-123.97944444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","112111","110129","Sebastes crameri","13111","NA","14","6.2500","0","14","6.2500","200603017104","Noahs Ark"
"darkblotched rockfish","0.165837530966","2006-06-25 00:00:00","2006","359.2000","Sebastes crameri","39.10444444","3","-123.98138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","142132","140114","Sebastes crameri","13161","NA","1","0.3200","0","1","0.3200","200603017105","Noahs Ark"
"darkblotched rockfish","44.382505118997","2006-06-26 00:00:00","2006","301.5000","Sebastes crameri","38.27833333","3","-123.50333333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","094817","092841","Sebastes crameri","13605","NA","154","78.0500","0","186","94.4600","200603017108","Noahs Ark"
"darkblotched rockfish","3.935069142268","2006-06-26 00:00:00","2006","214.4000","Sebastes crameri","38.24666667","3","-123.40944444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","143845","142027","Sebastes crameri","13630","NA","17","7.8500","0","17","7.8500","200603017109","Noahs Ark"
"darkblotched rockfish","0.121426709797","2006-06-26 00:00:00","2006","115.9000","Sebastes crameri","38.30888889","3","-123.31750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","164111","162335","Sebastes crameri","13589","NA","1","0.2200","0","1","0.2200","200603017110","Noahs Ark"
"darkblotched rockfish","0.474635655229","2006-06-27 00:00:00","2006","295.4000","Sebastes crameri","38.10555556","3","-123.50444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","142725","140637","Sebastes crameri","13713","NA","2","1.0500","0","2","1.0500","200603017113","Noahs Ark"
"darkblotched rockfish","0.128574402468","2006-07-05 00:00:00","2006","328.0000","Sebastes crameri","35.74250000","4","-121.45694444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","115945","114109","Sebastes crameri","15353","NA","1","0.2400","0","1","0.2400","200603017134","Noahs Ark"
"darkblotched rockfish","0.219469013119","2006-07-12 00:00:00","2006","215.1000","Sebastes crameri","34.93555556","5","-120.89083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","062338","060826","Sebastes crameri","16142","NA","2","0.3200","0","2","0.3200","200603017141","Noahs Ark"
"darkblotched rockfish","0.599672515358","2006-08-19 00:00:00","2006","205.6000","Sebastes crameri","45.68611111","1","-124.53027778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","173959","172211","Sebastes crameri","7944","NA","8","1.0900","0","8","1.0900","200603018008","Raven"
"darkblotched rockfish","0.986115633046","2006-08-19 00:00:00","2006","247.4000","Sebastes crameri","45.75916667","1","-124.67083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","193656","191838","Sebastes crameri","7870","NA","4","2.0000","0","4","2.0000","200603018009","Raven"
"darkblotched rockfish","0.313044397539","2006-08-21 00:00:00","2006","129.3000","Sebastes crameri","47.95750000","1","-125.07083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","174526","172726","Sebastes crameri","5221","NA","11","0.6000","0","11","0.6000","200603018015","Raven"
"Pacific halibut","1.773918252719","2006-08-21 00:00:00","2006","129.3000","Hippoglossus stenolepis","47.95750000","1","-125.07083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","174526","172726","Hippoglossus stenolepis","5221","NA","1","3.4000","0","1","3.4000","200603018015","Raven"
"darkblotched rockfish","0.088423940282","2006-08-21 00:00:00","2006","119.9000","Sebastes crameri","47.99000000","1","-125.03583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","190516","184646","Sebastes crameri","5174","NA","4","0.1800","0","4","0.1800","200603018016","Raven"
"Pacific halibut","4.765067892992","2006-08-21 00:00:00","2006","119.9000","Hippoglossus stenolepis","47.99000000","1","-125.03583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","190516","184646","Hippoglossus stenolepis","5174","NA","2","9.7000","0","2","9.7000","200603018016","Raven"
"Pacific halibut","6.620526874846","2006-08-22 00:00:00","2006","176.8000","Hippoglossus stenolepis","48.37611111","1","-125.03555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","130314","124602","Hippoglossus stenolepis","4391","NA","1","11.4000","0","1","11.4000","200603018020","Raven"
"darkblotched rockfish","0.489472433029","2006-08-23 00:00:00","2006","120.3000","Sebastes crameri","47.63277778","1","-124.88861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","104624","103012","Sebastes crameri","5734","NA","13","0.8000","0","13","0.8000","200603018024","Raven"
"darkblotched rockfish","0.365349682892","2006-08-23 00:00:00","2006","166.4000","Sebastes crameri","47.44638889","1","-124.81444444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","143042","141330","Sebastes crameri","6038","NA","5","0.6800","0","5","0.6800","200603018025","Raven"
"darkblotched rockfish","0.113477176075","2006-08-24 00:00:00","2006","101.7000","Sebastes crameri","46.73777778","1","-124.51555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","102314","100638","Sebastes crameri","6874","NA","3","0.2000","0","3","0.2000","200603018026","Raven"
"darkblotched rockfish","0.326583011911","2006-08-24 00:00:00","2006","139.7000","Sebastes crameri","46.27305556","1","-124.54527778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","183102","181314","Sebastes crameri","7317","NA","3","0.6500","0","3","0.6500","200603018029","Raven"
"darkblotched rockfish","0.049332690534","2006-08-25 00:00:00","2006","169.0000","Sebastes crameri","45.91805556","1","-124.57277778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","140844","135108","Sebastes crameri","7692","NA","1","0.1000","0","1","0.1000","200603018032","Raven"
"darkblotched rockfish","0.114430466875","2006-08-25 00:00:00","2006","159.2000","Sebastes crameri","45.83361111","1","-124.51222222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","160208","154226","Sebastes crameri","7802","NA","3","0.2200","0","3","0.2200","200603018033","Raven"
"darkblotched rockfish","0.379759818579","2006-08-25 00:00:00","2006","139.6000","Sebastes crameri","45.87055556","1","-124.30472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","183535","181735","Sebastes crameri","7772","NA","14","0.7100","0","14","0.7100","200603018034","Raven"
"Pacific halibut","2.498036432074","2006-08-26 00:00:00","2006","65.6000","Hippoglossus stenolepis","45.75416667","1","-124.04333333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065352","063722","Hippoglossus stenolepis","7886.02","NA","1","3.9000","0","1","3.9000","200603018035","Raven"
"darkblotched rockfish","1.994735445283","2006-08-26 00:00:00","2006","175.8000","Sebastes crameri","45.47305556","1","-124.31805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","154214","152450","Sebastes crameri","8191","NA","38","3.9000","0","38","3.9000","200603018039","Raven"
"Pacific halibut","5.772950349655","2006-08-26 00:00:00","2006","193.2000","Hippoglossus stenolepis","45.19638889","1","-124.29833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","183956","182202","Hippoglossus stenolepis","8469","NA","1","11.5500","0","1","11.5500","200603018040","Raven"
"darkblotched rockfish","3.543741816368","2006-08-26 00:00:00","2006","193.2000","Sebastes crameri","45.19638889","1","-124.29833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","183956","182202","Sebastes crameri","8469","NA","31","7.0900","0","31","7.0900","200603018040","Raven"
"darkblotched rockfish","0.029684878125","2006-08-27 00:00:00","2006","147.7000","Sebastes crameri","44.84166667","1","-124.38583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065242","063448","Sebastes crameri","8851","NA","1","0.0600","0","1","0.0600","200603018041","Raven"
"Pacific halibut","8.617326722163","2006-08-27 00:00:00","2006","69.2000","Hippoglossus stenolepis","44.67722222","1","-124.21861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092614","090950","Hippoglossus stenolepis","9022","NA","5","15.0000","0","5","15.0000","200603018042","Raven"
"Pacific halibut","6.666973967928","2006-08-31 00:00:00","2006","360.0000","Hippoglossus stenolepis","44.89805556","2","-124.55055556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","114113","112507","Hippoglossus stenolepis","8776","NA","1","12.4000","0","1","12.4000","200603018045","Raven"
"darkblotched rockfish","2.126701087087","2006-08-31 00:00:00","2006","245.5000","Sebastes crameri","44.81027778","2","-124.56750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","162429","160659","Sebastes crameri","8881","NA","13","4.3500","0","13","4.3500","200603018047","Raven"
"yelloweye rockfish","2.018706778633","2006-08-31 00:00:00","2006","143.1000","Sebastes ruberrimus","44.60527778","2","-124.54888889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","192019","190037","Sebastes ruberrimus","9072","NA","2","3.8000","0","2","3.8000","200603018048","Raven"
"darkblotched rockfish","6.411281110305","2006-09-01 00:00:00","2006","307.6000","Sebastes crameri","44.54666667","2","-124.67250000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091915","090239","Sebastes crameri","9131","NA","18","12.2000","0","18","12.2000","200603018050","Raven"
"Pacific halibut","2.130637199105","2006-09-01 00:00:00","2006","141.1000","Hippoglossus stenolepis","44.60055556","2","-124.53611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","122022","120158","Hippoglossus stenolepis","9073","NA","1","5.0000","0","1","5.0000","200603018051","Raven"
"Pacific halibut","14.965271699933","2006-09-01 00:00:00","2006","71.5000","Hippoglossus stenolepis","44.49333333","2","-124.32194444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","144356","142608","Hippoglossus stenolepis","9172","NA","4","31.0000","0","4","31.0000","200603018052","Raven"
"Pacific halibut","62.665394668465","2006-09-02 00:00:00","2006","200.3000","Hippoglossus stenolepis","43.59305556","2","-124.56638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","191826","190132","Hippoglossus stenolepis","10020","NA","21","126.8000","0","21","126.8000","200603018058","Raven"
"darkblotched rockfish","3.311184103144","2006-09-02 00:00:00","2006","200.3000","Sebastes crameri","43.59305556","2","-124.56638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","191826","190132","Sebastes crameri","10020","NA","31","6.7000","0","31","6.7000","200603018058","Raven"
"darkblotched rockfish","4.048599534435","2006-09-03 00:00:00","2006","278.7000","Sebastes crameri","43.14861111","2","-124.82277778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","132352","130810","Sebastes crameri","10336","NA","13","7.7200","0","13","7.7200","200603018061","Raven"
"darkblotched rockfish","0.825710519195","2006-09-04 00:00:00","2006","213.9000","Sebastes crameri","42.78416667","2","-124.73638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","120924","115342","Sebastes crameri","10534","NA","8","1.7500","0","8","1.7500","200603018065","Raven"
"Pacific halibut","","2006-09-06 00:00:00","2006","184.7000","Hippoglossus stenolepis","42.29194444","2","-124.60777778","NA","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","153623","151911","Hippoglossus stenolepis","10796","NA","1","38.7000","0","1","38.7000","200603018074","Raven"
"darkblotched rockfish","","2006-09-06 00:00:00","2006","184.7000","Sebastes crameri","42.29194444","2","-124.60777778","NA","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","153623","151911","Sebastes crameri","10796","NA","69","16.3600","0","69","16.3600","200603018074","Raven"
"darkblotched rockfish","1.094743009197","2006-09-06 00:00:00","2006","180.5000","Sebastes crameri","42.22805556","2","-124.57944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","171018","165148","Sebastes crameri","10834","NA","14","2.5800","0","14","2.5800","200603018075","Raven"
"Pacific halibut","10.268519698669","2006-09-06 00:00:00","2006","180.5000","Hippoglossus stenolepis","42.22805556","2","-124.57944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","171018","165148","Hippoglossus stenolepis","10834","NA","2","24.2000","0","2","24.2000","200603018075","Raven"
"darkblotched rockfish","2.746869161473","2006-09-07 00:00:00","2006","161.7000","Sebastes crameri","42.17111111","2","-124.56805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071350","065326","Sebastes crameri","10875","NA","38","6.2000","0","38","6.2000","200603018076","Raven"
"Pacific halibut","7.000085927625","2006-09-07 00:00:00","2006","161.7000","Hippoglossus stenolepis","42.17111111","2","-124.56805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071350","065326","Hippoglossus stenolepis","10875","NA","4","15.8000","0","4","15.8000","200603018076","Raven"
"Pacific halibut","6.254541404417","2006-09-08 00:00:00","2006","95.6000","Hippoglossus stenolepis","42.07833333","2","-124.44805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071536","065754","Hippoglossus stenolepis","10947","NA","2","10.2000","0","2","10.2000","200603018077","Raven"
"darkblotched rockfish","0.134745285692","2006-09-15 00:00:00","2006","171.1000","Sebastes crameri","41.49361111","3","-124.47666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071538","065744","Sebastes crameri","11374","NA","1","0.2800","0","1","0.2800","200603018085","Raven"
"darkblotched rockfish","1.560878555588","2006-09-18 00:00:00","2006","167.0000","Sebastes crameri","39.31611111","3","-123.95222222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092614","090838","Sebastes crameri","13057","NA","14","2.8500","0","14","2.8500","200603018098","Raven"
"darkblotched rockfish","0.113590434473","2006-09-19 00:00:00","2006","152.5000","Sebastes crameri","38.78250000","3","-123.82555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071825","065937","Sebastes crameri","13308","NA","1","0.2200","0","1","0.2200","200603018104","Raven"
"yelloweye rockfish","0.210518760430","2006-09-19 00:00:00","2006","137.7000","Sebastes ruberrimus","38.54722222","3","-123.53027778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","103040","101340","Sebastes ruberrimus","13434","NA","1","0.4000","0","1","0.4000","200603018105","Raven"
"darkblotched rockfish","0.705237847439","2006-09-19 00:00:00","2006","137.7000","Sebastes crameri","38.54722222","3","-123.53027778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","103040","101340","Sebastes crameri","13434","NA","11","1.3400","0","11","1.3400","200603018105","Raven"
"darkblotched rockfish","0.085543879600","2006-09-19 00:00:00","2006","170.2000","Sebastes crameri","38.31166667","3","-123.43027778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","151201","145337","Sebastes crameri","13585","NA","1","0.1500","0","1","0.1500","200603018107","Raven"
"Pacific halibut","6.944813634017","2006-09-21 00:00:00","2006","95.5000","Hippoglossus stenolepis","37.92861111","3","-123.17222222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","101208","095450","Hippoglossus stenolepis","13823","NA","1","12.7500","0","1","12.7500","200603018115","Raven"
"darkblotched rockfish","0.159538216428","2006-09-25 00:00:00","2006","382.5000","Sebastes crameri","36.27416667","4","-122.05611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071657","070103","Sebastes crameri","14931","NA","1","0.2400","0","1","0.2400","200603018116","Raven"
"Pacific halibut","","2007-05-21 00:00:00","2007","67.3000","Hippoglossus stenolepis","46.83527778","1","-124.38777778","NA","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","164851","163133","Hippoglossus stenolepis","6783","NA","1","2.9000","0","1","2.9000","200703010015","Ms. Julie"
"darkblotched rockfish","0.540434688478","2007-08-18 00:00:00","2007","400.3000","Sebastes crameri","45.20583333","1","-124.48055556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","110112","104542","Sebastes crameri","8464","NA","1","0.8500","0","1","0.8500","200703008002","Excalibur"
"darkblotched rockfish","1.757628276342","2007-08-18 00:00:00","2007","173.2000","Sebastes crameri","45.25750000","1","-124.26222222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","160125","154537","Sebastes crameri","8402","NA","20","3.0000","0","20","3.0000","200703008004","Excalibur"
"darkblotched rockfish","2.077165090584","2007-08-18 00:00:00","2007","177.0000","Sebastes crameri","45.49166667","1","-124.34333333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","195443","193831","Sebastes crameri","8156","NA","28","3.5000","0","28","3.5000","200703008006","Excalibur"
"darkblotched rockfish","0.112376748255","2007-08-19 00:00:00","2007","106.8000","Sebastes crameri","45.70333333","1","-124.17250000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","063923","062341","Sebastes crameri","7954","NA","2","0.1800","0","2","0.1800","200703008007","Excalibur"
"darkblotched rockfish","0.077012519555","2007-08-19 00:00:00","2007","132.0000","Sebastes crameri","45.69500000","1","-124.25500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","081036","075442","Sebastes crameri","7952","NA","2","0.1200","0","2","0.1200","200703008008","Excalibur"
"darkblotched rockfish","0.798144733147","2007-08-19 00:00:00","2007","139.4000","Sebastes crameri","45.83194444","1","-124.30500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","094814","093232","Sebastes crameri","7808","NA","15","1.2000","0","15","1.2000","200703008009","Excalibur"
"darkblotched rockfish","0.027175899286","2007-08-19 00:00:00","2007","146.2000","Sebastes crameri","45.96138889","1","-124.44944444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","131704","130122","Sebastes crameri","7658","NA","1","0.0400","0","1","0.0400","200703008011","Excalibur"
"darkblotched rockfish","0.358282770771","2007-08-19 00:00:00","2007","107.1000","Sebastes crameri","46.09333333","1","-124.31472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","151743","150125","Sebastes crameri","7508","NA","7","0.5800","0","7","0.5800","200703008012","Excalibur"
"Pacific halibut","5.111646809266","2007-08-20 00:00:00","2007","72.0000","Hippoglossus stenolepis","45.99305556","1","-124.09305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","064109","062509","Hippoglossus stenolepis","7630","NA","2","8.0000","0","2","8.0000","200703008014","Excalibur"
"darkblotched rockfish","1.543384574526","2007-08-20 00:00:00","2007","135.7000","Sebastes crameri","46.16027778","1","-124.51361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","094147","092559","Sebastes crameri","7428","NA","25","2.5500","0","25","2.5500","200703008015","Excalibur"
"darkblotched rockfish","0.076252361474","2007-08-21 00:00:00","2007","106.5000","Sebastes crameri","46.99000000","1","-124.67611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","083658","082028","Sebastes crameri","6620","NA","3","0.1400","0","3","0.1400","200703008020","Excalibur"
"Pacific halibut","6.699314615208","2007-08-21 00:00:00","2007","106.5000","Hippoglossus stenolepis","46.99000000","1","-124.67611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","083658","082028","Hippoglossus stenolepis","6620","NA","1","12.3000","0","1","12.3000","200703008020","Excalibur"
"darkblotched rockfish","0.102063705380","2007-08-21 00:00:00","2007","112.3000","Sebastes crameri","47.42194444","1","-124.73805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","131536","125942","Sebastes crameri","6040","NA","2","0.1600","0","2","0.1600","200703008022","Excalibur"
"Pacific halibut","17.042717603785","2007-08-21 00:00:00","2007","110.3000","Hippoglossus stenolepis","47.85750000","1","-124.96500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","190526","184932","Hippoglossus stenolepis","5373","NA","7","27.8000","0","7","27.8000","200703008025","Excalibur"
"darkblotched rockfish","0.110348531248","2007-08-21 00:00:00","2007","110.3000","Sebastes crameri","47.85750000","1","-124.96500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","190526","184932","Sebastes crameri","5373","NA","3","0.1800","0","3","0.1800","200703008025","Excalibur"
"Pacific halibut","37.115391569200","2007-08-22 00:00:00","2007","211.4000","Hippoglossus stenolepis","48.41555556","1","-124.77777778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","063802","062250","Hippoglossus stenolepis","4207","NA","1","53.0000","0","1","53.0000","200703008026","Excalibur"
"darkblotched rockfish","0.074450231730","2007-08-22 00:00:00","2007","197.9000","Sebastes crameri","48.23027778","1","-125.16722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","122050","120526","Sebastes crameri","4747","NA","1","0.1200","0","1","0.1200","200703008028","Excalibur"
"darkblotched rockfish","77.739751911391","2007-08-22 00:00:00","2007","287.3000","Sebastes crameri","48.11916667","1","-125.73555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","170332","164750","Sebastes crameri","4959","NA","79","58.5000","0","172","127.3000","200703008030","Excalibur"
"yelloweye rockfish","0.290520226163","2007-08-22 00:00:00","2007","172.5000","Sebastes ruberrimus","47.99500000","1","-125.55416667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","194442","192830","Sebastes ruberrimus","5160","NA","1","0.4600","0","1","0.4600","200703008031","Excalibur"
"darkblotched rockfish","0.035506655221","2007-08-23 00:00:00","2007","130.3000","Sebastes crameri","47.89888889","1","-125.06500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","064516","062916","Sebastes crameri","5318","NA","1","0.0600","0","1","0.0600","200703008032","Excalibur"
"darkblotched rockfish","0.415079864787","2007-08-23 00:00:00","2007","148.5000","Sebastes crameri","47.26527778","1","-124.79638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","165745","164209","Sebastes crameri","6282","NA","10","0.7000","0","10","0.7000","200703008035","Excalibur"
"darkblotched rockfish","0.400501028401","2007-08-24 00:00:00","2007","336.5000","Sebastes crameri","46.97194444","1","-124.98305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071939","070133","Sebastes crameri","6647","NA","1","0.8000","0","1","0.8000","200703008036","Excalibur"
"darkblotched rockfish","0.687984192939","2007-08-25 00:00:00","2007","162.0000","Sebastes crameri","45.92305556","1","-124.56694444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065243","063655","Sebastes crameri","7692","NA","15","1.1700","0","15","1.1700","200703008040","Excalibur"
"darkblotched rockfish","1.370953786495","2007-08-25 00:00:00","2007","308.8000","Sebastes crameri","45.80750000","1","-124.70722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","124626","122932","Sebastes crameri","7832","NA","3","2.4500","0","3","2.4500","200703008042","Excalibur"
"darkblotched rockfish","0.442205274123","2007-09-03 00:00:00","2007","430.1000","Sebastes crameri","44.90694444","2","-124.62388889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","070410","064810","Sebastes crameri","8774","NA","1","0.7500","0","1","0.7500","200703008049","Excalibur"
"Pacific halibut","9.842265057768","2007-09-05 00:00:00","2007","92.3000","Hippoglossus stenolepis","44.31805556","2","-124.61722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","134907","133313","Hippoglossus stenolepis","9347","NA","2","14.9000","0","2","14.9000","200703008062","Excalibur"
"yelloweye rockfish","2.931090223412","2007-09-05 00:00:00","2007","101.8000","Sebastes ruberrimus","44.35222222","2","-124.67916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","154555","152949","Sebastes ruberrimus","9316","NA","1","4.4500","0","1","4.4500","200703008063","Excalibur"
"yelloweye rockfish","1.764176289431","2007-09-06 00:00:00","2007","146.3000","Sebastes ruberrimus","44.68138889","2","-124.53250000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","070851","065309","Sebastes ruberrimus","9013","NA","1","2.8000","0","1","2.8000","200703008065","Excalibur"
"yelloweye rockfish","0.340392925509","2007-09-06 00:00:00","2007","66.2000","Sebastes ruberrimus","44.57472222","2","-124.36694444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092140","090446","Sebastes ruberrimus","9108","NA","4","0.5100","0","4","0.5100","200703008066","Excalibur"
"darkblotched rockfish","3.031942944329","2007-09-06 00:00:00","2007","121.9000","Sebastes crameri","44.06611111","2","-124.47638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","155550","153950","Sebastes crameri","9562","NA","34","5.2000","0","34","5.2000","200703008069","Excalibur"
"darkblotched rockfish","0.448911837010","2007-09-06 00:00:00","2007","117.1000","Sebastes crameri","43.97416667","2","-124.39527778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","173732","172120","Sebastes crameri","9658","NA","6","0.7600","0","6","0.7600","200703008070","Excalibur"
